Series ID,Year,Period,Label,Value
APU000074714,1998,M05,1998 May,1.092
APU000074714,1998,M06,1998 Jun,1.094
APU000074714,1998,M07,1998 Jul,1.079
APU000074714,1998,M08,1998 Aug,1.052
APU000074714,1998,M09,1998 Sep,1.033
APU000074714,1998,M10,1998 Oct,1.042
APU000074714,1998,M11,1998 Nov,1.028
APU000074714,1998,M12,1998 Dec,0.986
APU000074714,1999,M01,1999 Jan,0.972
APU000074714,1999,M02,1999 Feb,0.955
APU000074714,1999,M03,1999 Mar,0.991
APU000074714,1999,M04,1999 Apr,1.177
APU000074714,1999,M05,1999 May,1.178
APU000074714,1999,M06,1999 Jun,1.148
APU000074714,1999,M07,1999 Jul,1.189
APU000074714,1999,M08,1999 Aug,1.255
APU000074714,1999,M09,1999 Sep,1.280
APU000074714,1999,M10,1999 Oct,1.274
APU000074714,1999,M11,1999 Nov,1.264
APU000074714,1999,M12,1999 Dec,1.298
APU000074714,2000,M01,2000 Jan,1.301
APU000074714,2000,M02,2000 Feb,1.369
APU000074714,2000,M03,2000 Mar,1.541
APU000074714,2000,M04,2000 Apr,1.506
APU000074714,2000,M05,2000 May,1.498
APU000074714,2000,M06,2000 Jun,1.617
APU000074714,2000,M07,2000 Jul,1.593
APU000074714,2000,M08,2000 Aug,1.510
APU000074714,2000,M09,2000 Sep,1.582
APU000074714,2000,M10,2000 Oct,1.559
APU000074714,2000,M11,2000 Nov,1.555
APU000074714,2000,M12,2000 Dec,1.489
APU000074714,2001,M01,2001 Jan,1.472
APU000074714,2001,M02,2001 Feb,1.484
APU000074714,2001,M03,2001 Mar,1.447
APU000074714,2001,M04,2001 Apr,1.564
APU000074714,2001,M05,2001 May,1.729
APU000074714,2001,M06,2001 Jun,1.640
APU000074714,2001,M07,2001 Jul,1.482
APU000074714,2001,M08,2001 Aug,1.427
APU000074714,2001,M09,2001 Sep,1.531
APU000074714,2001,M10,2001 Oct,1.362
APU000074714,2001,M11,2001 Nov,1.263
APU000074714,2001,M12,2001 Dec,1.131
APU000074714,2002,M01,2002 Jan,1.139
APU000074714,2002,M02,2002 Feb,1.130
APU000074714,2002,M03,2002 Mar,1.241
APU000074714,2002,M04,2002 Apr,1.407
APU000074714,2002,M05,2002 May,1.421
APU000074714,2002,M06,2002 Jun,1.404
APU000074714,2002,M07,2002 Jul,1.412
APU000074714,2002,M08,2002 Aug,1.423
APU000074714,2002,M09,2002 Sep,1.422
APU000074714,2002,M10,2002 Oct,1.449
APU000074714,2002,M11,2002 Nov,1.448
APU000074714,2002,M12,2002 Dec,1.394
APU000074714,2003,M01,2003 Jan,1.473
APU000074714,2003,M02,2003 Feb,1.641
APU000074714,2003,M03,2003 Mar,1.748
APU000074714,2003,M04,2003 Apr,1.659
APU000074714,2003,M05,2003 May,1.542
APU000074714,2003,M06,2003 Jun,1.514
APU000074714,2003,M07,2003 Jul,1.524
APU000074714,2003,M08,2003 Aug,1.628
APU000074714,2003,M09,2003 Sep,1.728
APU000074714,2003,M10,2003 Oct,1.603
APU000074714,2003,M11,2003 Nov,1.535
APU000074714,2003,M12,2003 Dec,1.494
APU000074714,2004,M01,2004 Jan,1.592
APU000074714,2004,M02,2004 Feb,1.672
APU000074714,2004,M03,2004 Mar,1.766
APU000074714,2004,M04,2004 Apr,1.833
APU000074714,2004,M05,2004 May,2.009
APU000074714,2004,M06,2004 Jun,2.041
APU000074714,2004,M07,2004 Jul,1.939
APU000074714,2004,M08,2004 Aug,1.898
APU000074714,2004,M09,2004 Sep,1.891
APU000074714,2004,M10,2004 Oct,2.029
APU000074714,2004,M11,2004 Nov,2.010
APU000074714,2004,M12,2004 Dec,1.882
APU000074714,2005,M01,2005 Jan,1.823
APU000074714,2005,M02,2005 Feb,1.918
APU000074714,2005,M03,2005 Mar,2.065
APU000074714,2005,M04,2005 Apr,2.283
APU000074714,2005,M05,2005 May,2.216
APU000074714,2005,M06,2005 Jun,2.176
APU000074714,2005,M07,2005 Jul,2.316
APU000074714,2005,M08,2005 Aug,2.506
APU000074714,2005,M09,2005 Sep,2.927
APU000074714,2005,M10,2005 Oct,2.785
APU000074714,2005,M11,2005 Nov,2.343
APU000074714,2005,M12,2005 Dec,2.186
APU000074714,2006,M01,2006 Jan,2.315
APU000074714,2006,M02,2006 Feb,2.310
APU000074714,2006,M03,2006 Mar,2.401
APU000074714,2006,M04,2006 Apr,2.757
APU000074714,2006,M05,2006 May,2.947
APU000074714,2006,M06,2006 Jun,2.917
APU000074714,2006,M07,2006 Jul,2.999
APU000074714,2006,M08,2006 Aug,2.985
APU000074714,2006,M09,2006 Sep,2.589
APU000074714,2006,M10,2006 Oct,2.272
APU000074714,2006,M11,2006 Nov,2.241
APU000074714,2006,M12,2006 Dec,2.334
APU000074714,2007,M01,2007 Jan,2.274
APU000074714,2007,M02,2007 Feb,2.285
APU000074714,2007,M03,2007 Mar,2.592
APU000074714,2007,M04,2007 Apr,2.860
APU000074714,2007,M05,2007 May,3.130
APU000074714,2007,M06,2007 Jun,3.052
APU000074714,2007,M07,2007 Jul,2.961
APU000074714,2007,M08,2007 Aug,2.782
APU000074714,2007,M09,2007 Sep,2.789
APU000074714,2007,M10,2007 Oct,2.793
APU000074714,2007,M11,2007 Nov,3.069
APU000074714,2007,M12,2007 Dec,3.020
APU000074714,2008,M01,2008 Jan,3.047
APU000074714,2008,M02,2008 Feb,3.033
APU000074714,2008,M03,2008 Mar,3.258
APU000074714,2008,M04,2008 Apr,3.441
APU000074714,2008,M05,2008 May,3.764
APU000074714,2008,M06,2008 Jun,4.065
APU000074714,2008,M07,2008 Jul,4.090
APU000074714,2008,M08,2008 Aug,3.786
APU000074714,2008,M09,2008 Sep,3.698
APU000074714,2008,M10,2008 Oct,3.173
APU000074714,2008,M11,2008 Nov,2.151
APU000074714,2008,M12,2008 Dec,1.689
APU000074714,2009,M01,2009 Jan,1.787
APU000074714,2009,M02,2009 Feb,1.928
APU000074714,2009,M03,2009 Mar,1.949
APU000074714,2009,M04,2009 Apr,2.056
APU000074714,2009,M05,2009 May,2.265
APU000074714,2009,M06,2009 Jun,2.631
APU000074714,2009,M07,2009 Jul,2.543
APU000074714,2009,M08,2009 Aug,2.627
APU000074714,2009,M09,2009 Sep,2.574
APU000074714,2009,M10,2009 Oct,2.561
APU000074714,2009,M11,2009 Nov,2.660
APU000074714,2009,M12,2009 Dec,2.621
APU000074714,2010,M01,2010 Jan,2.731
APU000074714,2010,M02,2010 Feb,2.659
APU000074714,2010,M03,2010 Mar,2.780
APU000074714,2010,M04,2010 Apr,2.858
APU000074714,2010,M05,2010 May,2.869
APU000074714,2010,M06,2010 Jun,2.736
APU000074714,2010,M07,2010 Jul,2.736
APU000074714,2010,M08,2010 Aug,2.745
APU000074714,2010,M09,2010 Sep,2.704
APU000074714,2010,M10,2010 Oct,2.795
APU000074714,2010,M11,2010 Nov,2.852
APU000074714,2010,M12,2010 Dec,2.985
APU000074714,2011,M01,2011 Jan,3.091
APU000074714,2011,M02,2011 Feb,3.167
APU000074714,2011,M03,2011 Mar,3.546
APU000074714,2011,M04,2011 Apr,3.816
APU000074714,2011,M05,2011 May,3.933
APU000074714,2011,M06,2011 Jun,3.702
APU000074714,2011,M07,2011 Jul,3.654
APU000074714,2011,M08,2011 Aug,3.630
APU000074714,2011,M09,2011 Sep,3.612
APU000074714,2011,M10,2011 Oct,3.468
APU000074714,2011,M11,2011 Nov,3.423
APU000074714,2011,M12,2011 Dec,3.278
APU000074714,2012,M01,2012 Jan,3.399
APU000074714,2012,M02,2012 Feb,3.572
APU000074714,2012,M03,2012 Mar,3.868
APU000074714,2012,M04,2012 Apr,3.927
APU000074714,2012,M05,2012 May,3.792
APU000074714,2012,M06,2012 Jun,3.552
APU000074714,2012,M07,2012 Jul,3.451
APU000074714,2012,M08,2012 Aug,3.707
APU000074714,2012,M09,2012 Sep,3.856
APU000074714,2012,M10,2012 Oct,3.786
APU000074714,2012,M11,2012 Nov,3.488
APU000074714,2012,M12,2012 Dec,3.331
APU000074714,2013,M01,2013 Jan,3.351
APU000074714,2013,M02,2013 Feb,3.693
APU000074714,2013,M03,2013 Mar,3.735
APU000074714,2013,M04,2013 Apr,3.590
APU000074714,2013,M05,2013 May,3.623
APU000074714,2013,M06,2013 Jun,3.633
APU000074714,2013,M07,2013 Jul,3.628
APU000074714,2013,M08,2013 Aug,3.600
APU000074714,2013,M09,2013 Sep,3.556
APU000074714,2013,M10,2013 Oct,3.375
APU000074714,2013,M11,2013 Nov,3.251
APU000074714,2013,M12,2013 Dec,3.277
APU000074714,2014,M01,2014 Jan,3.320
APU000074714,2014,M02,2014 Feb,3.364
APU000074714,2014,M03,2014 Mar,3.532
APU000074714,2014,M04,2014 Apr,3.659
APU000074714,2014,M05,2014 May,3.691
APU000074714,2014,M06,2014 Jun,3.695
APU000074714,2014,M07,2014 Jul,3.633
APU000074714,2014,M08,2014 Aug,3.481
APU000074714,2014,M09,2014 Sep,3.403
APU000074714,2014,M10,2014 Oct,3.182
APU000074714,2014,M11,2014 Nov,2.887
APU000074714,2014,M12,2014 Dec,2.560
APU000074714,2015,M01,2015 Jan,2.110
APU000074714,2015,M02,2015 Feb,2.249
APU000074714,2015,M03,2015 Mar,2.483
APU000074714,2015,M04,2015 Apr,2.485
APU000074714,2015,M05,2015 May,2.775
APU000074714,2015,M06,2015 Jun,2.832
APU000074714,2015,M07,2015 Jul,2.832
APU000074714,2015,M08,2015 Aug,2.679
APU000074714,2015,M09,2015 Sep,2.394
APU000074714,2015,M10,2015 Oct,2.289
APU000074714,2015,M11,2015 Nov,2.185
APU000074714,2015,M12,2015 Dec,2.060
APU000074714,2016,M01,2016 Jan,1.967
APU000074714,2016,M02,2016 Feb,1.767
APU000074714,2016,M03,2016 Mar,1.958
APU000074714,2016,M04,2016 Apr,2.134
APU000074714,2016,M05,2016 May,2.264
APU000074714,2016,M06,2016 Jun,2.363
APU000074714,2016,M07,2016 Jul,2.225
APU000074714,2016,M08,2016 Aug,2.155
APU000074714,2016,M09,2016 Sep,2.208
APU000074714,2016,M10,2016 Oct,2.243
APU000074714,2016,M11,2016 Nov,2.187
APU000074714,2016,M12,2016 Dec,2.230
APU000074714,2017,M01,2017 Jan,2.351
APU000074714,2017,M02,2017 Feb,2.299
APU000074714,2017,M03,2017 Mar,2.323
APU000074714,2017,M04,2017 Apr,2.418
APU000074714,2017,M05,2017 May,2.386
APU000074714,2017,M06,2017 Jun,2.337
APU000074714,2017,M07,2017 Jul,2.281
APU000074714,2017,M08,2017 Aug,2.374
APU000074714,2017,M09,2017 Sep,2.630
APU000074714,2017,M10,2017 Oct,2.484
APU000074714,2017,M11,2017 Nov,2.548
APU000074714,2017,M12,2017 Dec,2.459
APU000074714,2018,M01,2018 Jan,2.539
APU000074714,2018,M02,2018 Feb,2.575
APU000074714,2018,M03,2018 Mar,2.572
APU000074714,2018,M04,2018 Apr,2.737
APU000074714,2018,M05,2018 May,2.907
APU000074714,2018,M06,2018 Jun,2.914
APU000074714,2018,M07,2018 Jul,2.873
APU000074714,2018,M08,2018 Aug,2.862
APU000074714,2018,M09,2018 Sep,2.873
APU000074714,2018,M10,2018 Oct,2.887
APU000074714,2018,M11,2018 Nov,2.671
APU000074714,2018,M12,2018 Dec,2.414
APU000074714,2019,M01,2019 Jan,2.289
APU000074714,2019,M02,2019 Feb,2.353
APU000074714,2019,M03,2019 Mar,2.564
APU000074714,2019,M04,2019 Apr,2.835
APU000074714,2019,M05,2019 May,2.901
APU000074714,2019,M06,2019 Jun,2.752
APU000074714,2019,M07,2019 Jul,2.776
APU000074714,2019,M08,2019 Aug,2.655
APU000074714,2019,M09,2019 Sep,2.630
APU000074714,2019,M10,2019 Oct,2.673
APU000074714,2019,M11,2019 Nov,2.620
APU000074714,2019,M12,2019 Dec,2.587
APU000074714,2020,M01,2020 Jan,2.567
APU000074714,2020,M02,2020 Feb,2.465
APU000074714,2020,M03,2020 Mar,2.267
APU000074714,2020,M04,2020 Apr,1.876
APU000074714,2020,M05,2020 May,1.879
APU000074714,2020,M06,2020 Jun,2.076
APU000074714,2020,M07,2020 Jul,2.176
APU000074714,2020,M08,2020 Aug,2.177
APU000074714,2020,M09,2020 Sep,2.193
APU000074714,2020,M10,2020 Oct,2.159
APU000074714,2020,M11,2020 Nov,2.090
APU000074714,2020,M12,2020 Dec,2.168
APU000074714,2021,M01,2021 Jan,2.326
APU000074714,2021,M02,2021 Feb,2.496
APU000074714,2021,M03,2021 Mar,2.791
APU000074714,2021,M04,2021 Apr,2.839
APU000074714,2021,M05,2021 May,2.972
